Seller SKU ID,ISBN13,Title,Author,Publisher,Binding,Language,Book Subcategory,Main Image URL,Other Image URL 1,Other Image URL 2,Other Image URL 3,Other Image URL 4,Other Image URL 5,Other Image URL 6,Other Image URL 7,Other Image URL 8,Other Image URL 9,Other Image URL 10,Edition,Publication Year,Pages,Genre,Items Included,ISBN10,About Author,Description,Pack of,Genre New,Book Category
Pratishpchandra,9788193446829,pratishpchandra,Dr.prakash koyade,Newera Publishing House,Paperback,Marathi,Language and Linguistic Books,https://img.fkcdn.com/image/jwmfcsw0/book/8/2/9/pratishpchandra-original-imafh4y29wr7jppr.jpeg,https://img.fkcdn.com/image/jwmfcsw0/book/8/2/9/pratishpchandra-original-imafh4y3ygszxmyc.jpeg,https://img.fkcdn.com/image/jwmfcsw0/book/8/2/9/pratishpchandra-original-imafh42sh3y9qy7r.jpeg,,,,,,,,,,,,,,8193446828,,,,,"Arts, Language and Linguistic Books"
"Quantum Theory  (Paperback, Max Planck, Niels Bohr)",9788119660421,Quantum Theory,Max Planck::Niels Bohr,Arushi book enterprises,Paperback,English,Mathematics and Science Books,https://img.fkcdn.com/image/xif0q/book/l/h/s/quantum-theory-original-imahfhqy2rhkw9ff.jpeg,https://img.fkcdn.com/image/xif0q/book/5/f/p/quantum-theory-original-imahfhqyjstghpfy.jpeg,https://img.fkcdn.com/image/xif0q/book/c/m/7/quantum-theory-original-imahfhqyymyu7zhy.jpeg,,,,,,,,,1st,2024,160,Quantum Theory::Max Planck::Niels Bohr,,,,,,,Other Books
"Radha  (Marathi, Paperback, Moghe Chinmay Kiran)",9789334014419,Radha,Moghe Chinmay Kiran,Karan Sir,Paperback,Marathi,Religion and Belief Books,https://img.fkcdn.com/image/xif0q/book/n/q/y/radha-marathi-original-imah3q7fhvcghwuc.jpeg,,,,,,,,,,,,2024,194,Religion,,,,,,Philosophy & Religion,Philosophy and Religion Books
"Radheya  (Marathi, Paperback, Desai Ranjeet)",9788177667462,Radheya,Desai Ranjeet,Mehta Publishing House,Paperback,Marathi,General Fiction Books,https://img.fkcdn.com/image/xif0q/book/j/n/x/radheya-original-imah3gz3my3mt3yx.jpeg,,,,,,,,,,,,,282,Fiction,,9788177667462,,,,Fiction,Fiction Books
"Ramrajya (Hindi, Hardcover, Rana Ashutosh)",9788194484523,Ramrajya,Rana Ashutosh,Kautilya Books,Paperback,Hindi,Religion and Belief Books,https://img.fkcdn.com/image/xif0q/book/r/6/t/ramrajya-original-imahkzyew5pfmj5r.jpeg,,,,,,,,,,,First,2020,320,Religion,,,,,,Philosophy & Religion,Philosophy and Religion Books
"Ravan Raja Rakshsancha  (Marathi, Paperback, unknown)",9788193446812,Ravan Raja Rakshsancha,unknown,New Era Publishing House,Paperback,Marathi,Religion and Spirituality Fiction Books,https://img.fkcdn.com/image/xif0q/book/c/n/2/ravan-raja-rakshsancha-original-imaheaxzzmjamamr.jpeg,https://img.fkcdn.com/image/xif0q/book/p/s/t/ravan-raja-rakshsancha-original-imaheaxzcmztsjzk.jpeg,,,,,,,,,,,,432,Fiction,,9788193446812,Sharad Tandale,,,Fiction,Fiction Books
Reckless ,9786965061102,Reckless,Lauren Roberts,Grafixvillah,Paperback,English,Other Books,https://img.fkcdn.com/image/xif0q/book/o/h/o/reckless-original-imaheyh6bs7t9gpm.jpeg,,,,,,,,,,,,,,,,,,"Reckless is used to characterize Paedyn Gray, the protagonist, and her actions as she navigates the trials and tribulations of the story, often taking bold and daring risks.",,,Other Books
"Reckless (Paperback, Lauren Roberts)",9788926930533,Reckless,Lauren Roberts,cfty,Paperback,English,Other Books,https://img.fkcdn.com/image/xif0q/book/d/s/1/reckless-original-imahbwnw5vkuhyfp.jpeg,https://img.fkcdn.com/image/xif0q/book/d/x/k/reckless-original-imahbwnw9df4hmsx.jpeg,,,,,,,,,,,,,,,,,,,,Other Books
Ret ki machli + Gunaho ka devta,9783024164972,Ret Ki Machhali + Gunhao Ka Devta ( 2 Best Combo Books ),kanta bharti + dharamveer bharti,V,Paperback,Hindi,Other Books,https://img.fkcdn.com/image/xif0q/book/g/p/r/ret-ki-machhali-gunhao-ka-devta-2-best-combo-books-original-imahja3mafmmwweq.jpeg,,,,,,,,,,,first,2025,,,,,,,,,Other Books
Ret ki machli,9784293233789,Ret ki machli,कांता भारती,Grafixvillah,Paperback,Hindi,Other Books,https://img.fkcdn.com/image/xif0q/book/5/n/c/ret-ki-machli-original-imahebfyz4eznqzy.jpeg,https://img.fkcdn.com/image/xif0q/book/f/n/9/ret-ki-machli-original-imahebfybvumhfyw.jpeg,,,,,,,,,,,,,,,,,"""रेत की मछली"" कांता भारती द्वारा लिखी गई एक उपन्यास है, जो लेखक के जीवन और उसके आसपास के माहौल को मानवीय दृष्टिकोण से प्रस्तुत करता है। यह उपन्यास लेखक के जीवन और उसके परिवेश को मानवीय संदर्भों में चित्रित करने का प्रयास है।",,,Other Books
Ret ki machli Hindi,9786257930406,Ret ki machli (hindi),कांता भारती,Grafixvillah,Paperback,Hindi,Other Books,https://img.fkcdn.com/image/xif0q/book/5/w/y/ret-ki-machli-hindi-original-imahkftdertu7nz6.jpeg,https://img.fkcdn.com/image/xif0q/book/r/9/u/ret-ki-machli-hindi-original-imahkftd98eytzjb.jpeg,,,,,,,,,,"first edition, 2025",2025,192,Self help,,,,"""रेत की मछली"" कांता भारती द्वारा लिखी गई एक उपन्यास है, जो लेखक के जीवन और उसके आसपास के माहौल को मानवीय दृष्टिकोण से प्रस्तुत करता है। यह उपन्यास लेखक के जीवन और उसके परिवेश को मानवीय संदर्भों में चित्रित करने का प्रयास है।",,,Other Books
Ret ki machli book,9785875487927,Ret ki machli book,कांता भारती,Grafixvillah,Paperback,Hindi,Other Books,https://img.fkcdn.com/image/xif0q/book/5/n/c/ret-ki-machli-original-imahebfyz4eznqzy.jpeg,https://img.fkcdn.com/image/xif0q/book/f/n/9/ret-ki-machli-original-imahebfybvumhfyw.jpeg,,,,,,,,,,,,,,,,,"""रेत की मछली"" कांता भारती द्वारा लिखी गई एक उपन्यास है, जो लेखक के जीवन और उसके आसपास के माहौल को मानवीय दृष्टिकोण से प्रस्तुत करता है। यह उपन्यास लेखक के जीवन और उसके परिवेश को मानवीय संदर्भों में चित्रित करने का प्रयास है।",,,Other Books
Ikigai + Rich Dad,9783011958638,Rich Dad Poor Dad and Ikigai (Best Selling Combo),JMD BOOKS,JMD BOOKS,Paperback,English,Other Self-Help Books,https://img.fkcdn.com/image/xif0q/regionalbooks/2/h/0/rich-dad-poor-dad-ikigai-2-book-combo-original-imagtpb2etfvydgj.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
Rich Dad Poor Dad + Secret Marathi ,9787101185386,RICH DAD+SECRET MARATHI,Robert Kiyosaki,gjhsh,india,Marathi,Literature,https://img.fkcdn.com/image/xif0q/book/o/n/y/rich-dad-secret-marathi-original-imahjpxn8hkh2ksr.jpeg,,,,,,,,,,,Marathi,,660,,,,,,,,Other Books
Rich Dad's Cashflow Quadrant: Guide to Financial Freedom,9783959725415,Rich Dad's Cashflow Quadrant: Guide to Financial Freedom,Robert T. Kiyosaki,Book,Paperback,English,Personal Finance Books,https://img.fkcdn.com/image/xif0q/book/b/w/q/rich-dad-s-cashflow-quadrant-guide-to-financial-freedom-original-imah8fnpxk6sbh7e.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
Rina Kent Books Collection,9787312597060,"Rina Kent Books Collection, God of Malice, God of Pain, God of Wrath, God of Ruin, God of Fury, God of War, Rina Kent, Paperback, English",Rina Kent,"Blackthorn Books, LLC",Paperback,English,Fiction Books,https://img.fkcdn.com/image/xif0q/book/r/n/q/rina-kent-books-collection-god-of-malice-god-of-pain-god-of-original-imah6xstnjeybrfg.jpeg,,,,,,,,,,,2024,2024,2808,Romance::Young Adult::Contemporary Romance::Mental Health,,,"Rina Kent is a bestselling author known for her dark, edgy romance novels that delve into themes of power, obsession, and forbidden love. Her books are celebrated for their intense emotions, complex characters, and suspenseful plots. With series like Royal Elite and Kingdom Duet, Kent has captured the hearts of readers who crave passionate and daring stories. Her writing often explores the darker side of human relationships, making her a standout in the dark romance genre. Rina Kent, dark romance, bestselling author, forbidden love, obsession, Royal Elite, Kingdom Duet, suspense, edgy novels.","God of Malice by Rina Kent is a dark romance that introduces Killian Carson, a dangerous and unpredictable anti-hero, and the woman who gets caught in his chaotic world. This intense story weaves themes of obsession, power, and forbidden attraction, with twists that keep readers hooked. God of Malice, Rina Kent, dark romance, Killian Carson, obsession, power, forbidden love, intense, twists.
God of Pain, Rina Kent explores the tumultuous relationship between two damaged souls bound by secrets and dangerous passions. This gripping romance unravels their struggles for control, trust, and redemption, blending emotional depth with suspenseful storytelling. God of Pain, Rina Kent, dark romance, secrets, passion, control, redemption, suspense, emotional depth.
God of Wrath follows a tale of vengeance and irresistible attraction as a ruthless anti-hero seeks to dominate both his enemies and his forbidden love. Rina Kent delivers a fiery romance full of betrayal, revenge, and emotional tension. God of Wrath, Rina Kent, dark romance, vengeance, anti-hero, forbidden love, betrayal, revenge, tension.
God of Ruin, the story plunges into a world of chaos and destruction as characters wrestle with their inner demons and external conflicts. This dark romance is laced with power struggles, forbidden desires, and unrelenting intensity. God of Ruin, Rina Kent, dark romance, chaos, destruction, inner demons, power struggles, forbidden desires, intensity.
God of Fury brings an explosive mix of rage, passion, and heartbreak as two opposing forces collide in an unyielding battle for love and control. Rina Kent masterfully crafts a story of raw emotions and fiery encounters. God of Fury, Rina Kent, dark romance, rage, passion, heartbreak, love, control, raw emotions, fiery.
God of War, Rina Kent creates a gripping narrative of conflict and passion as characters navigate a battlefield of emotions and power dynamics. This dark romance showcases themes of love, dominance, and unrelenting desire. God of War, Rina Kent, dark romance, conflict, passion, power dynamics, love, dominance, desire.",6,Fiction,Fiction Books
RUIN FURY WRATH MALICE (4 Books),9787886663581,RUIN FURY WRATH MALICE,RINA KENT,SKYZONE EASYBUY,Paperback,English,Fiction Books,https://img.fkcdn.com/image/xif0q/book/a/5/a/ruin-fury-wrath-malice-original-imahd8nvvutqp76q.jpeg,,,,,,,,,,,1,2025,1900,best fiction books,,,,,,,Other Books
Deep Work: Rules for focused success,9783868816570,RULES FOR SUCCESS,CAL NEWPORT,,Paperback,English,Other Books,https://img.fkcdn.com/image/xif0q/book/2/a/t/rules-for-success-original-imagnjzv2ndze3qz.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
"Sambhaji  (Marathi, Paperback, PATIL VISHWAS)",9788177666519,Sambhaji,PATIL VISHWAS,Mehta Publishing House,Paperback,Marathi,Other History Books,https://img.fkcdn.com/image/xif0q/book/e/z/m/sambhaji-original-imah3gnxgtrmdfym.jpeg,,,,,,,,,,,,,864,History,,9788177666519,,"Sambhaji, The Young King, The Second Maratha Chhatrapati Who Succeeded The Throne After His Father The Great Shivaji Maharaj, Continuously Fought The Mughals For Eight Consecutive Years, But Did Not Let The Moghul Army Capture Either Any Of The Maratha Forts Or Any Of The Ships. He Offered Himself But Did Not Bow Down In Front Of The Mughal Emperor; He Died A Hero`S Death At A Very Young Age, When He Was Just 32 Years Old. For The Past 325 Years, Sambhaji Was Often Painted In Black. He Had A Poetic Mind, He Was A Very Intelligent Person, He Was Concerned About His People, He Was Brave, He Was A Great Thinker, But All His Good Qualities Were Over-Looked; His Personality Was Always Looked Upon With Suspicion. Vishwas Patil, The Most Gifted Author Today, Tells Us More About Sambhaji Raje, As He Has Seen Him Through The References In History, As He Has Found Him In The Very Valuable Yet Ignored Documents, As He Has Heard Him In The Hilly Regions Of Sahyadri Mountain Ranges, Among The Creeks Of The Arabian Sea. Sambhaji, Son Of Shivaji Maharaj, A Novel Personality With His Equally Impressive, Breath-Taking, Spectacular, Stormy Yet Very True Story.",,History & Archaeology,History and Archaeology Books
Samudra manthan Marathi book,9789334076493,Samudramanthan (Marathi) | ?????????? (?????),Samar,Samar Publication,Paperback,Marathi,Other Books,https://img.fkcdn.com/image/xif0q/book/6/a/6/samudramanthan-marathi-original-imah3q7gnyq5rzk6.jpeg,,,,,,,,,,,,2024,204,,,,,"‘??????????’ ?? ??????? ?????? ‘???? ???’ ?? ??????????? ???????? ???? ????. ??? - ???? ??? ?????? ?????????? ?????????????? ???????? ?????????? ?? ????? ????? ????. ?? ??? ???????? ???????? ??????. ??... ?????? ????????? (parallel universe) ??? ???? ??? ?? ?? ????? ??? ?????? ?????? ????. ?????? ??????? ????????? ???? ????? ????? ?????? ?????, ?????? ???????????? ???????? ?????????? ?????? ??? ?????. ?????? ????????? ???? ????????? ??????? ??????, ?????? ?????? ????????? ???? ?????, ?????? ???? ??? ??? ?? ???? ???? ???? ?? ?????? !",,,Other Books
Scythe & Sparrow,9781638931812,Scythe & Sparrow,Weaver Brynne,Zando,Paperback,English,Supernatural and Horror Fiction Books,https://img.fkcdn.com/image/xif0q/book/s/g/k/scythe-sparrow-paperback-11-february-2025-original-imahfhgxbf5haxqz.jpeg,https://img.fkcdn.com/image/xif0q/book/x/r/0/scythe-sparrow-paperback-11-february-2025-original-imahfhgxx9vmnzuf.jpeg,,,,,,,,,,NEW,2025,416,Fiction,,163893181X,,,1,Fiction,Fiction Books
Scythe & Sparrow  ,9780009147944,Scythe & Sparrow,Brynne Weaver,Kavita,Paperback,English,Fiction Books,https://img.fkcdn.com/image/xif0q/book/4/q/z/scythe-sparrow-original-imah9jaahpwyyqcr.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
Scythe & Sparrow ,9789255221606,"Scythe & Sparrow ( Paperback, English, Brynne Weaver)",Brynne Weaver,monk,Paperback,English,Romance Books,https://img.fkcdn.com/image/xif0q/book/o/a/8/scythe-sparrow-paperback-english-brynne-weaver-original-imah9c95tgrwqhjz.jpeg,,,,,,,,,,,2025,2025,373,,,,,,,,Other Books
Scythe & Sparrow+ Leather & Lark + Butcher & Blackbird,9786564201732,Scythe & Sparrow+ Leather & Lark + Butcher & Blackbird (Set of 3),Brynne,Pitcus,Shutter wheel,English,General Fiction Books,https://img.fkcdn.com/image/xif0q/book/l/1/l/scythe-sparrow-leather-lark-butcher-blackbird-set-of-3-original-imahamurke5yrpzv.jpeg,,,,,,,,,,,First,2022,,,,,,,,,Other Books
Secrets of the million mind,9780061336454,Secrets of the Millionaire Mind,Eker T. Harv,HarperCollins,Paperback,English,Business and Management Books,https://img.fkcdn.com/image/xif0q/book/2/v/h/secrets-of-the-millionaire-mind-original-imahbybfzy5rvkay.jpeg,https://img.fkcdn.com/image/xif0q/book/e/d/l/secrets-of-the-millionaire-mind-original-imahbybfjdeh6hpp.jpeg,,,,,,,,,,1,2007,224,Business & Economics,,0061336459,"Using the principles he teaches, T. Harv Eker went from zero to millionaire in only two and a half years, and went on to build one of the largest success training companies in North America. With his unique brand of ""street smarts with heart,"" Eker's humorous, ""cut-to-the-chase"" style keeps his audience spellbound. People come from all over the world to attend his sold-out seminars, where crowds often exceed 2,000 people for a weekend program. So far, Eker's teachings have touched the lives of over a million people. Now, for the first time, he shares his proven secrets of success in this revolutionary book. Read it and grow rich!","#1 New York Times, Wall Street Journal, and USA Today Bestseller! Secrets of the Millionaire Mind reveals the missing link between wanting success and achieving it! Have you ever wondered why some people seem to get rich easily, while others are destined for a life of financial struggle? Is the difference found in their education, intelligence, skills, timing, work habits, contacts, luck, or their choice of jobs, businesses, or investments? The shocking answer is: None of the above! In his groundbreaking Secrets of the Millionaire Mind, T. Harv Eker states: ""Give me five minutes, and I can predict your financial future for the rest of your life!"" Eker does this by identifying your ""money and success blueprint."" We all have a personal money blueprint ingrained in our subconscious minds, and it is this blueprint, more than anything, that will determine our financial lives. You can know everything about marketing, sales, negotiations, stocks, real estate, and the world of finance, but if your money blueprint is not set for a high level of success, you will never have a lot of money—and if somehow you do, you will most likely lose it! The good news is that now you can actually reset your money blueprint to create natural and automatic success. Secrets of the Millionaire Mind is two books in one. Part I explains how your money blueprint works. Through Eker's rare combination of street smarts, humor, and heart, you will learn how your childhood influences have shaped your financial destiny. You will also learn how to identify your own money blueprint and ""revise"" it to not only create success but, more important, to keep and continually grow it. In Part II you will be introduced to seventeen ""Wealth Files,"" which describe exactly how rich people think and act differently than most poor and middle-class people. Each Wealth File includes action steps for you to practice in the real world in order to dramatically increase your income and accumulate wealth. If you are not doing as well financially as you would like, you will have to change your money blueprint. Unfortunately your current money blueprint will tend to stay with you for the rest of your life, unless you identify and revise it, and that's exactly what you will do with the help of this extraordinary book. According to T. Harv Eker, it's simple. If you think like rich people think and do what rich people do, chances are you'll get rich too!",,,"Economics, Business and Management Books"
"Secrets of the millionaire mind -English,Paperback",9785026828081,SECRETS OF THE MILLIONAIRE MIND,T. HARV EKER,T. HARV EKER,Paperback,English,Other Self-Help Books,https://img.fkcdn.com/image/xif0q/book/f/y/f/secrets-of-the-millionaire-mind-original-imah92gjvar9rkjz.jpeg,https://img.fkcdn.com/image/xif0q/book/v/v/x/secrets-of-the-millionaire-mind-original-imah92gjdjbger6f.jpeg,,,,,,,,,,1st Edition,,,,,,,,,,Other Books
Shakti ke 48 niyam : The power of 48 Laws Hindi ,9783446435537,Shakti ke 48 niyam : The power of 48 Laws Hindi,Robert Greene,FSC,Paperback,English,Other Self-Help Books,https://img.fkcdn.com/image/xif0q/book/v/z/w/shakti-ke-48-niyam-the-power-of-48-laws-hindi-original-imahgcqwx3bpz2b8.jpeg,https://img.fkcdn.com/image/xif0q/book/d/f/w/shakti-ke-48-niyam-the-power-of-48-laws-hindi-original-imahgcqwahfmagzf.jpeg,,,,,,,,,,Latest,1998,,Self-help book,,,,,,,Other Books
"Shivaji the Management Guru (Marathi, Paperback)",9788191098082,Shivaji the Management Guru,Jadhav Namdevrao,Rajmata Publication,Paperback,Marathi,Business and Management Books,https://img.fkcdn.com/image/xif0q/book/u/k/8/shivaji-the-management-guru-original-imah3gn7g7dxx7fa.jpeg,,,,,,,,,,,,,,Business & Economics,,9788191098082,,,,"Economics, Finance & Business Management","Economics, Business and Management Books"
Shivnetra Bahirji ,9789392121012,Shivnetra Bahirji | Spy of Swarajya By Bahirji Naik | Volume 1 |,Prem Dhande,Rudra Enterprises,Paperback,Marathi,Indian and Asian History Books,https://img.fkcdn.com/image/xif0q/book/s/f/o/shivnetra-bahirji-spy-of-swarajya-by-bahirji-naik-volume-1-original-imagzf47gkjhuzkt.jpeg,https://img.fkcdn.com/image/xif0q/book/9/b/m/shivnetra-bahirji-spy-of-swarajya-by-bahirji-naik-volume-1-original-imagzf47vqnudyqz.jpeg,https://img.fkcdn.com/image/xif0q/book/5/2/o/shivnetra-bahirji-spy-of-swarajya-by-bahirji-naik-volume-1-original-imagzf47pn5m5hsf.jpeg,,,,,,,,,,2021,450,Indian & Asian History Books,,9392121012,"Prem Dhande is an accomplished author who has written several books, including fiction and non-fiction titles. His books have been well-received by readers and have received positive reviews for their engaging storytelling and thought-provoking themes.",,1,,Other Books
"Shivnetra Bahirji Khand 2  (Paperback, Prem Dhande)",9789392121098,Shivnetra Bahirji Khand 2,Prem Dhande,Rudra Enterprises,Paperback,Marathi,Other Books,https://img.fkcdn.com/image/xif0q/book/s/u/c/shivnetra-bahirji-khand-2-original-imaghuepxg4ya8ur.jpeg,,,,,,,,,,,,2021,450,Indian & Asian History Books,1- Book,9392121098,"Prem Dhande is an accomplished author who has written several books, including fiction and non-fiction titles. His books have been well-received by readers and have received positive reviews for their engaging storytelling and thought-provoking themes.","In this outstanding novel, the nuanced portrayal of historical Bahirjee Naik, through continuous research, powerful writing, and extensive linguistic expertise, paints a vivid picture of his character. This exceptional novel is divided into two parts, and as you read it, your heart will be filled with Marathi pride and complete admiration, guided by your enthusiasm and joy.",1,,Other Books
Shivnetra Bahirji Khand 3,9789392121418,Shivnetra Bahirji Khand 3 | Prem Dhande | Marathi Book,Prem Dhande,Rudra Enterprises,Paperback,Marathi,Biographies and Autobiographies,https://img.fkcdn.com/image/xif0q/book/h/o/r/shivnetra-bahirji-khand-3-prem-dhande-marathi-book-original-imagzhx62ymysaxe.jpeg,https://img.fkcdn.com/image/xif0q/book/g/p/v/shivnetra-bahirji-khand-3-prem-dhande-marathi-book-original-imagzhxzjdtjztcf.jpeg,https://img.fkcdn.com/image/xif0q/book/c/a/4/shivnetra-bahirji-khand-3-prem-dhande-marathi-book-original-imagzhxzx5hvm9ny.jpeg,,,,,,,,,1,2024,410,History and Biography,,,,,,,Other Books
Shriman Yogi,9788177666403,Shriman Yogi,DESAI RANJEET,Mehta Publishing House,Hardcover,Marathi,Historical Fiction Books,https://img.fkcdn.com/image/xif0q/book/k/z/l/shriman-yogi-original-imahg7gdh7gnxbek.jpeg,,,,,,,,,,,,,1200,Fiction,,9788177666403,,,,Fiction,Fiction Books
"Solo Leveling Manga Series, Vol 1-11, 11 Collection Books",9788814273612,"Solo Leveling Manga Series, Vol 1-11, 11 Collection Books Set by Chugong (box set)",Chugong,muskan,Paperback,English,Fiction Books,https://img.fkcdn.com/image/xif0q/book/z/l/l/solo-leveling-manga-series-vol-1-11-11-collection-books-original-imahcfcfsx3nrdyx.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
"Solo Leveling, Vol. 1  (Paperback, DUBU)",9780403183968,"Solo Leveling, Vol. 1",DUBU,DUBU,Paperback,English,Aerospace and Aeronautical Engineering,https://img.fkcdn.com/image/xif0q/book/g/4/f/olo-leveling-vol-1-original-imahd4vkagzqv2hh.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
"Solo Leveling, Vol. 1 & Vol. 2 & Vol. 3",9785222072042,"Solo Leveling, Vol. 1 & Vol. 2 & Vol. 3 (comic manga) (combo of 3 books)",Chugong,VanshiBook,Paperback,English,Fiction Books,https://img.fkcdn.com/image/xif0q/book/c/q/n/solo-leveling-vol-1-vol-2-vol-3-comic-manga-combo-of-3-books-original-imahczcznypzuyuh.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
"Solo Leveling, Vol. 2 (comic)",9781975319458,"Solo Leveling, Vol. 2 (comic)",Blackman Abigail,"Little, Brown & Company",Paperback,English,Fantasy Fiction Books,https://img.fkcdn.com/image/xif0q/book/y/k/m/solo-leveling-vol-2-original-imah4hhdzaaftsvp.jpeg,,,,,,,,,,,,2021,304,Comics & Graphic Novels,,,,"E-rank hunter Jinwoo Sung thought he would die in the double dungeon...butinstead, he heard a mysterious voice telling him that he's now aPlayer...? This new leveling system is something he's has never seen orheard of and comes with its own set of rules, monsters, and even dungeons!Jinwoo's not sure how or why this is happening to him, but if it canmake him stronger, he's ready to give it everything he'sgot!",,Fiction,Fiction Books
"Solo Leveling, Vol. 4 (comic)",9781975337247,"Solo Leveling, Vol. 4 (comic)",Blackman Abigail,"Little, Brown & Company",Paperback,English,Fantasy Fiction Books,https://img.fkcdn.com/image/xif0q/book/o/b/j/solo-leveling-vol-4-comic-original-imahy5kp5gfcmbhg.jpeg,,,,,,,,,,,4,2022,328,Juvenile Fiction,,1975337247,"On July 23rd, 2022, the artist of the Solo Leveling manhwa, Mr. Sung-rak Jang has passed away due to health issues.

As his family wished, a small funeral was held at his mother’s residence, attended by family and close friends.

Mr. Jang had been struggling with a health condition for a long time, and he passed away from cerebral hemorrhage stemming from his condition.

We would like to thank the readers for all the love and support you’ve shown for Solo Leveling, and we ask that everyone prays for Mr. Jang to rest in a better place.

The staff of Solo Leveling and all of us at REDICE Studio pray for Mr. Jang, who always held a deep love for his work and the readers","With a veritable army at his command, Jinwoo is now ready to take on the Demon's Castle-but he's got a meeting with Jinah's teacher to deal with first! When asked to talk down a high school student from a life of being a hunter, Jinwoo figures the fastest way would be to show them the realities of a raid. Little does he know that there's more to this particular gate than meets the eye...",,Graphic Novels & Comic Books,Fiction Books
The 1-Page Marketing Plan ,9781989025017,The 1-Page Marketing Plan,Dib Allan,"Page Two Books, Inc.",Paperback,English,Business and Management Books,https://img.fkcdn.com/image/xif0q/book/9/a/j/the-1-page-marketing-plan-original-imagk6t2xwphrvga.jpeg,https://img.fkcdn.com/image/k9re3rk0/book/6/8/0/the-1-page-marketing-plan-original-imafrhfwywuzvbhj.jpeg,,,,,,,,,,,,228,Business & Economics,,9781989025017,,"WARNING: Do Not Read This Book If You Hate MoneyTo build a successful business, you need to stop doing random acts of marketing and start following a reliable plan for rapid business growth. Traditionally, creating a marketing plan has been a difficult and time-consuming process, which is why it often doesn't get done.In The 1-Page Marketing Plan, serial entrepreneur and rebellious marketer Allan Dib reveals a marketing implementation breakthrough that makes creating a marketing plan simple and fast. It's literally a single page, divided up into nine squares. With it, you'll be able to map out your own sophisticated marketing plan and go from zero to marketing hero.Whether you're just starting out or are an experienced entrepreneur, The 1-Page Marketing Plan is the easiest and fastest way to create a marketing plan that will propel your business growth.In this groundbreaking new book you'll discover:* How to get new customers, clients or patients and how to make more profit from existing ones.* Why ""big business"" style marketing could kill your business and strategies that actually work for small and medium-sized businesses.* How to close sales without being pushy, needy, or obnoxious while turning the tables and having prospects begging you to take their money.* A simple step-by-step process for creating your own personalized marketing plan that is literally one page. Simply follow along and fill in each of the nine squares that make up your own 1-Page Marketing Plan.* How to annihilate competitors and make yourself the only logical choice.* How to get amazing results on a small budget using the secrets of direct response marketing.* How to charge high prices for your products and services and have customers actually thank you for it.",,"Economics, Finance & Business Management","Economics, Business and Management Books"
The 22 Immutable Laws Of Marketing,9781861976109,The 22 Immutable Laws Of Marketing,Ries Al,Profile Books Ltd,Paperback,English,Business and Management Books,https://img.fkcdn.com/image/xif0q/book/q/m/f/the-22-immutable-laws-of-marketing-original-imahcmdsg7gbrhfb.jpeg,https://img.fkcdn.com/image/xif0q/book/6/p/k/the-22-immutable-laws-of-marketing-original-imahcmdsw4dhkbgc.jpeg,https://img.fkcdn.com/image/xif0q/book/x/u/a/the-22-immutable-laws-of-marketing-original-imahcmds4nuqfegj.jpeg,,,,,,,,,First,2024,160,Business & Economics,,9781861976109,,"Al Ries and Jack Trout, two of the world's most successful marketing strategists, call upon over 40 years of marketing experise to identify the definitive rules that govern the world of marketing. Combining a wide-ranging historical overview with a keen eye for the future, the authors bring to light 22 superlative tools and innovative techniques for the international marketplace. The authors examine marketing campaigns that have succeeded and others that have failed, why good ideas didn't live up to expectations, and offer their own ideas on what would have worked better. The real-life examples, commonsense suggestions and killer instincts contained are nothing less than rules by which companies will flourish or fail.",1,"Economics, Finance & Business Management","Economics, Business and Management Books"
"The 48 Laws Of Power  (English, Paperback, Greene Robert)",9781861971395,The 48 Laws Of Power,Greene Robert,Profile Books Ltd,Paperback,English,Society and Culture Books,https://img.fkcdn.com/image/xif0q/book/z/h/x/the-48-laws-of-power-original-imahg37rhzvh9wyh.jpeg,https://img.fkcdn.com/image/xif0q/book/q/p/x/the-48-laws-of-power-original-imahg37rsfscg3ak.jpeg,,,,,,,,,,2024,2025,480,"Body, Mind & Spirit",1 book,,,"The 48 Laws of Power is a modern classic on strategy, manipulation, and mastery of power. Drawing lessons from historical figures like Machiavelli, Sun Tzu, and Carl Von Clausewitz, Robert Greene breaks down the subtle arts of influence and control into 48 precise laws. Each law is supported with historical anecdotes and real-world applications, offering a manual for anyone seeking to understand power dynamics in personal or professional life. Whether you're navigating office politics, social hierarchies, or entrepreneurial pursuits, this book provides tools to gain an edge.",,Social Sciences,Social Science Books
The 48 Laws of Power,9788176490306,The 48 Laws of Power,Greene Robert,Viva Books,Paperback,English,Other Self-Help Books,https://img.fkcdn.com/image/xif0q/book/n/a/t/the-48-laws-of-power-original-imah77smszg9hazy.jpeg,,,,,,,,,,,,,,Self-Help,,9788176490306,,,,"Health, Relationships & Personal development",Self-Help Books
